RIS-TrapCode,Common Name,CalDate,Code-RISgeneric,binomial,County,TrapName,CalDate,CountType,DailyCount,DaysForCount,Count
45,Common Marbled Carpet,1990,776,Chloroclysta truncata,Yorkshire,Malham Tarn,1990-11-09,Total,1,1,1.0
45,Common Marbled Carpet,1990,776,Chloroclysta truncata,Yorkshire,Malham Tarn,1990-09-13,Total,1,1,1.0
45,Common Marbled Carpet,1990,776,Chloroclysta truncata,Yorkshire,Malham Tarn,1990-09-17,Total,1,1,1.0
45,Common Marbled Carpet,1991,776,Chloroclysta truncata,Yorkshire,Malham Tarn,1991-07-27,Total,2,1,2.0
45,Common Marbled Carpet,1991,776,Chloroclysta truncata,Yorkshire,Malham Tarn,1991-06-08,Total,1,1,1.0
45,Common Marbled Carpet,1991,776,Chloroclysta truncata,Yorkshire,Malham Tarn,1991-07-08,Total,1,1,1.0
45,Common Marbled Carpet,1991,776,Chloroclysta truncata,Yorkshire,Malham Tarn,1991-08-08,Total,2,1,2.0
45,Common Marbled Carpet,1991,776,Chloroclysta truncata,Yorkshire,Malham Tarn,1991-12-08,Total,1,1,1.0
45,Common Marbled Carpet,1991,776,Chloroclysta truncata,Yorkshire,Malham Tarn,1991-08-14,Total,2,1,2.0
45,Common Marbled Carpet,1991,776,Chloroclysta truncata,Yorkshire,Malham Tarn,1991-08-17,Total,2,1,2.0
45,Common Marbled Carpet,1991,776,Chloroclysta truncata,Yorkshire,Malham Tarn,1991-08-18,Total,3,1,3.0
45,Common Marbled Carpet,1991,776,Chloroclysta truncata,Yorkshire,Malham Tarn,1991-08-20,Total,2,1,2.0
45,Common Marbled Carpet,1991,776,Chloroclysta truncata,Yorkshire,Malham Tarn,1991-08-21,Total,3,1,3.0
45,Common Marbled Carpet,1991,776,Chloroclysta truncata,Yorkshire,Malham Tarn,1991-08-23,Total,3,1,3.0
45,Common Marbled Carpet,1991,776,Chloroclysta truncata,Yorkshire,Malham Tarn,1991-08-25,Total,4,1,4.0
45,Common Marbled Carpet,1991,776,Chloroclysta truncata,Yorkshire,Malham Tarn,1991-08-26,Total,2,1,2.0
45,Common Marbled Carpet,1991,776,Chloroclysta truncata,Yorkshire,Malham Tarn,1991-08-27,Total,1,1,1.0
45,Common Marbled Carpet,1991,776,Chloroclysta truncata,Yorkshire,Malham Tarn,1991-08-28,Total,3,1,3.0
45,Common Marbled Carpet,1991,776,Chloroclysta truncata,Yorkshire,Malham Tarn,1991-08-29,Total,4,1,4.0
45,Common Marbled Carpet,1991,776,Chloroclysta truncata,Yorkshire,Malham Tarn,1991-08-30,Total,3,1,3.0
45,Common Marbled Carpet,1991,776,Chloroclysta truncata,Yorkshire,Malham Tarn,1991-08-31,Total,2,1,2.0
45,Common Marbled Carpet,1991,776,Chloroclysta truncata,Yorkshire,Malham Tarn,1991-01-09,Total,4,1,4.0
45,Common Marbled Carpet,1991,776,Chloroclysta truncata,Yorkshire,Malham Tarn,1991-02-09,Total,7,1,7.0
45,Common Marbled Carpet,1991,776,Chloroclysta truncata,Yorkshire,Malham Tarn,1991-04-09,Total,4,1,4.0
45,Common Marbled Carpet,1991,776,Chloroclysta truncata,Yorkshire,Malham Tarn,1991-05-09,Total,3,1,3.0
45,Common Marbled Carpet,1991,776,Chloroclysta truncata,Yorkshire,Malham Tarn,1991-07-09,Total,4,1,4.0
45,Common Marbled Carpet,1991,776,Chloroclysta truncata,Yorkshire,Malham Tarn,1991-08-09,Total,1,1,1.0
45,Common Marbled Carpet,1991,776,Chloroclysta truncata,Yorkshire,Malham Tarn,1991-09-09,Total,1,1,1.0
45,Common Marbled Carpet,1991,776,Chloroclysta truncata,Yorkshire,Malham Tarn,1991-10-09,Total,2,1,2.0
45,Common Marbled Carpet,1991,776,Chloroclysta truncata,Yorkshire,Malham Tarn,1991-12-09,Total,4,1,4.0
45,Common Marbled Carpet,1991,776,Chloroclysta truncata,Yorkshire,Malham Tarn,1991-09-19,Total,1,1,1.0
45,Common Marbled Carpet,1991,776,Chloroclysta truncata,Yorkshire,Malham Tarn,1991-12-10,Total,1,1,1.0
45,Common Marbled Carpet,1992,776,Chloroclysta truncata,Yorkshire,Malham Tarn,1992-09-14,Total,1,1,1.0
45,Common Marbled Carpet,1992,776,Chloroclysta truncata,Yorkshire,Malham Tarn,1992-09-15,Total,1,1,1.0
45,Common Marbled Carpet,1992,776,Chloroclysta truncata,Yorkshire,Malham Tarn,1992-09-18,Total,1,1,1.0
45,Common Marbled Carpet,1992,776,Chloroclysta truncata,Yorkshire,Malham Tarn,1992-09-20,Total,2,1,2.0
45,Common Marbled Carpet,1992,776,Chloroclysta truncata,Yorkshire,Malham Tarn,1992-09-26,Total,1,1,1.0
45,Common Marbled Carpet,1992,776,Chloroclysta truncata,Yorkshire,Malham Tarn,1992-09-27,Total,2,1,2.0
45,Common Marbled Carpet,1994,776,Chloroclysta truncata,Yorkshire,Malham Tarn,1994-11-08,Total,1,1,1.0
45,Common Marbled Carpet,1994,776,Chloroclysta truncata,Yorkshire,Malham Tarn,1994-08-17,Total,1,1,1.0
45,Common Marbled Carpet,1994,776,Chloroclysta truncata,Yorkshire,Malham Tarn,1994-08-18,Total,1,1,1.0
45,Common Marbled Carpet,1994,776,Chloroclysta truncata,Yorkshire,Malham Tarn,1994-08-19,Total,1,1,1.0
45,Common Marbled Carpet,1994,776,Chloroclysta truncata,Yorkshire,Malham Tarn,1994-09-14,Total,1,1,1.0
45,Common Marbled Carpet,1995,776,Chloroclysta truncata,Yorkshire,Malham Tarn,1995-03-08,Total,3,1,3.0
45,Common Marbled Carpet,1995,776,Chloroclysta truncata,Yorkshire,Malham Tarn,1995-07-08,Total,1,1,1.0
45,Common Marbled Carpet,1995,776,Chloroclysta truncata,Yorkshire,Malham Tarn,1995-09-08,Total,3,1,3.0
45,Common Marbled Carpet,1995,776,Chloroclysta truncata,Yorkshire,Malham Tarn,1995-10-08,Total,1,1,1.0
45,Common Marbled Carpet,1995,776,Chloroclysta truncata,Yorkshire,Malham Tarn,1995-11-08,Total,12,1,12.0
45,Common Marbled Carpet,1995,776,Chloroclysta truncata,Yorkshire,Malham Tarn,1995-12-08,Total,2,1,2.0
45,Common Marbled Carpet,1995,776,Chloroclysta truncata,Yorkshire,Malham Tarn,1995-08-13,Total,2,1,2.0
45,Common Marbled Carpet,1995,776,Chloroclysta truncata,Yorkshire,Malham Tarn,1995-08-14,Total,2,1,2.0
45,Common Marbled Carpet,1995,776,Chloroclysta truncata,Yorkshire,Malham Tarn,1995-08-15,Total,1,1,1.0
45,Common Marbled Carpet,1995,776,Chloroclysta truncata,Yorkshire,Malham Tarn,1995-08-16,Total,6,1,6.0
45,Common Marbled Carpet,1995,776,Chloroclysta truncata,Yorkshire,Malham Tarn,1995-08-17,Total,3,1,3.0
45,Common Marbled Carpet,1995,776,Chloroclysta truncata,Yorkshire,Malham Tarn,1995-08-18,Total,4,1,4.0
45,Common Marbled Carpet,1995,776,Chloroclysta truncata,Yorkshire,Malham Tarn,1995-08-20,Total,7,1,7.0
45,Common Marbled Carpet,1995,776,Chloroclysta truncata,Yorkshire,Malham Tarn,1995-08-21,Total,4,1,4.0
45,Common Marbled Carpet,1995,776,Chloroclysta truncata,Yorkshire,Malham Tarn,1995-08-30,Total,2,1,2.0
45,Common Marbled Carpet,1995,776,Chloroclysta truncata,Yorkshire,Malham Tarn,1995-08-31,Total,1,1,1.0
45,Common Marbled Carpet,1995,776,Chloroclysta truncata,Yorkshire,Malham Tarn,1995-01-09,Total,4,1,4.0
45,Common Marbled Carpet,1995,776,Chloroclysta truncata,Yorkshire,Malham Tarn,1995-04-09,Total,1,1,1.0
45,Common Marbled Carpet,1995,776,Chloroclysta truncata,Yorkshire,Malham Tarn,1995-11-09,Total,1,1,1.0
45,Common Marbled Carpet,1996,776,Chloroclysta truncata,Yorkshire,Malham Tarn,1996-09-08,Total,1,1,1.0
45,Common Marbled Carpet,1996,776,Chloroclysta truncata,Yorkshire,Malham Tarn,1996-10-08,Total,1,1,1.0
45,Common Marbled Carpet,1996,776,Chloroclysta truncata,Yorkshire,Malham Tarn,1996-12-08,Total,1,1,1.0
45,Common Marbled Carpet,1996,776,Chloroclysta truncata,Yorkshire,Malham Tarn,1996-08-13,Total,1,1,1.0
45,Common Marbled Carpet,1996,776,Chloroclysta truncata,Yorkshire,Malham Tarn,1996-08-16,Total,3,1,3.0
45,Common Marbled Carpet,1996,776,Chloroclysta truncata,Yorkshire,Malham Tarn,1996-08-17,Total,2,1,2.0
45,Common Marbled Carpet,1996,776,Chloroclysta truncata,Yorkshire,Malham Tarn,1996-08-19,Total,2,1,2.0
45,Common Marbled Carpet,1996,776,Chloroclysta truncata,Yorkshire,Malham Tarn,1996-08-20,Total,1,1,1.0
45,Common Marbled Carpet,1996,776,Chloroclysta truncata,Yorkshire,Malham Tarn,1996-08-23,Total,1,1,1.0
45,Common Marbled Carpet,1996,776,Chloroclysta truncata,Yorkshire,Malham Tarn,1996-02-09,Total,1,1,1.0
45,Common Marbled Carpet,1996,776,Chloroclysta truncata,Yorkshire,Malham Tarn,1996-03-09,Total,1,1,1.0
45,Common Marbled Carpet,1996,776,Chloroclysta truncata,Yorkshire,Malham Tarn,1996-05-09,Total,1,1,1.0
45,Common Marbled Carpet,1997,776,Chloroclysta truncata,Yorkshire,Malham Tarn,1997-09-06,Total,1,1,1.0
45,Common Marbled Carpet,1997,776,Chloroclysta truncata,Yorkshire,Malham Tarn,1997-07-17,Total,1,1,1.0
45,Common Marbled Carpet,1997,776,Chloroclysta truncata,Yorkshire,Malham Tarn,1997-07-29,Total,1,1,1.0
45,Common Marbled Carpet,1997,776,Chloroclysta truncata,Yorkshire,Malham Tarn,1997-01-08,Total,1,1,1.0
45,Common Marbled Carpet,1997,776,Chloroclysta truncata,Yorkshire,Malham Tarn,1997-04-08,Total,3,1,3.0
45,Common Marbled Carpet,1997,776,Chloroclysta truncata,Yorkshire,Malham Tarn,1997-07-08,Total,1,1,1.0
45,Common Marbled Carpet,1997,776,Chloroclysta truncata,Yorkshire,Malham Tarn,1997-08-08,Total,2,1,2.0
45,Common Marbled Carpet,1998,776,Chloroclysta truncata,Yorkshire,Malham Tarn,1998-08-27,Total,1,1,1.0
45,Common Marbled Carpet,1998,776,Chloroclysta truncata,Yorkshire,Malham Tarn,1998-08-30,Total,1,1,1.0
45,Common Marbled Carpet,1999,776,Chloroclysta truncata,Yorkshire,Malham Tarn,1999-03-09,Total,1,1,1.0
45,Common Marbled Carpet,1999,776,Chloroclysta truncata,Yorkshire,Malham Tarn,1999-12-09,Total,1,1,1.0
45,Common Marbled Carpet,2000,776,Chloroclysta truncata,Yorkshire,Malham Tarn,2000-06-18,Total,1,1,1.0
45,Common Marbled Carpet,2000,776,Chloroclysta truncata,Yorkshire,Malham Tarn,2000-08-19,Total,1,1,1.0
45,Common Marbled Carpet,2000,776,Chloroclysta truncata,Yorkshire,Malham Tarn,2000-08-28,Total,1,1,1.0
45,Common Marbled Carpet,2000,776,Chloroclysta truncata,Yorkshire,Malham Tarn,2000-01-09,Total,1,1,1.0
45,Common Marbled Carpet,2000,776,Chloroclysta truncata,Yorkshire,Malham Tarn,2000-03-09,Total,1,1,1.0
45,Common Marbled Carpet,2000,776,Chloroclysta truncata,Yorkshire,Malham Tarn,2000-05-09,Total,1,1,1.0
45,Common Marbled Carpet,2000,776,Chloroclysta truncata,Yorkshire,Malham Tarn,2000-09-22,Total,1,1,1.0
45,Common Marbled Carpet,2001,776,Chloroclysta truncata,Yorkshire,Malham Tarn,2001-08-22,Total,1,1,1.0
45,Common Marbled Carpet,2002,776,Chloroclysta truncata,Yorkshire,Malham Tarn,2002-09-17,Total,1,1,1.0
45,Common Marbled Carpet,2002,776,Chloroclysta truncata,Yorkshire,Malham Tarn,2002-09-21,Total,1,1,1.0
45,Common Marbled Carpet,2003,776,Chloroclysta truncata,Yorkshire,Malham Tarn,2003-07-17,Total,1,1,1.0
45,Common Marbled Carpet,2003,776,Chloroclysta truncata,Yorkshire,Malham Tarn,2003-07-18,Total,2,1,2.0
45,Common Marbled Carpet,2003,776,Chloroclysta truncata,Yorkshire,Malham Tarn,2003-07-08,Total,1,1,1.0
45,Common Marbled Carpet,2003,776,Chloroclysta truncata,Yorkshire,Malham Tarn,2003-08-27,Total,1,2,0.5
45,Common Marbled Carpet,2005,776,Chloroclysta truncata,Yorkshire,Malham Tarn,2005-11-09,Total,1,1,1.0
45,Common Marbled Carpet,2006,776,Chloroclysta truncata,Yorkshire,Malham Tarn,2006-06-16,Total,1,2,0.5
45,Common Marbled Carpet,2006,776,Chloroclysta truncata,Yorkshire,Malham Tarn,2006-06-24,Total,1,2,0.5
45,Common Marbled Carpet,2006,776,Chloroclysta truncata,Yorkshire,Malham Tarn,2006-08-22,Total,1,3,0.333333333
45,Common Marbled Carpet,2006,776,Chloroclysta truncata,Yorkshire,Malham Tarn,2006-08-24,Total,1,2,0.5
45,Common Marbled Carpet,2006,776,Chloroclysta truncata,Yorkshire,Malham Tarn,2006-10-09,Total,1,2,0.5
45,Common Marbled Carpet,2007,776,Chloroclysta truncata,Yorkshire,Malham Tarn,2007-08-06,Total,1,1,1.0
45,Common Marbled Carpet,2007,776,Chloroclysta truncata,Yorkshire,Malham Tarn,2007-12-06,Total,1,1,1.0
45,Common Marbled Carpet,2007,776,Chloroclysta truncata,Yorkshire,Malham Tarn,2007-10-09,Total,1,1,1.0
45,Common Marbled Carpet,2007,776,Chloroclysta truncata,Yorkshire,Malham Tarn,2007-09-20,Total,1,1,1.0
45,Common Marbled Carpet,2008,776,Chloroclysta truncata,Yorkshire,Malham Tarn,2008-06-06,Total,1,1,1.0
45,Common Marbled Carpet,2008,776,Chloroclysta truncata,Yorkshire,Malham Tarn,2008-07-06,Total,1,5,0.2
45,Common Marbled Carpet,2008,776,Chloroclysta truncata,Yorkshire,Malham Tarn,2008-08-18,Total,1,1,1.0
45,Common Marbled Carpet,2008,776,Chloroclysta truncata,Yorkshire,Malham Tarn,2008-08-27,Total,1,1,1.0
45,Common Marbled Carpet,2008,776,Chloroclysta truncata,Yorkshire,Malham Tarn,2008-02-09,Total,2,1,2.0
45,Common Marbled Carpet,2009,776,Chloroclysta truncata,Yorkshire,Malham Tarn,2009-05-07,Total,1,1,1.0
45,Common Marbled Carpet,2009,776,Chloroclysta truncata,Yorkshire,Malham Tarn,2009-08-26,Total,1,1,1.0
45,Common Marbled Carpet,2010,776,Chloroclysta truncata,Yorkshire,Malham Tarn,2010-06-27,Total,1,1,1.0
45,Common Marbled Carpet,2010,776,Chloroclysta truncata,Yorkshire,Malham Tarn,2010-06-29,Total,1,1,1.0
45,Common Marbled Carpet,2010,776,Chloroclysta truncata,Yorkshire,Malham Tarn,2010-07-26,Total,1,1,1.0
45,Common Marbled Carpet,2010,776,Chloroclysta truncata,Yorkshire,Malham Tarn,2010-01-08,Total,1,4,0.25
45,Common Marbled Carpet,2010,776,Chloroclysta truncata,Yorkshire,Malham Tarn,2010-05-08,Total,1,1,1.0
45,Common Marbled Carpet,2010,776,Chloroclysta truncata,Yorkshire,Malham Tarn,2010-09-08,Total,1,1,1.0
45,Common Marbled Carpet,2010,776,Chloroclysta truncata,Yorkshire,Malham Tarn,2010-01-09,Total,5,1,5.0
45,Common Marbled Carpet,2010,776,Chloroclysta truncata,Yorkshire,Malham Tarn,2010-02-09,Total,2,1,2.0
45,Common Marbled Carpet,2010,776,Chloroclysta truncata,Yorkshire,Malham Tarn,2010-09-21,Total,1,1,1.0
45,Common Marbled Carpet,2010,776,Chloroclysta truncata,Yorkshire,Malham Tarn,2010-01-10,Total,1,1,1.0
45,Common Marbled Carpet,2011,776,Chloroclysta truncata,Yorkshire,Malham Tarn,2011-07-24,Total,1,1,1.0
45,Common Marbled Carpet,2011,776,Chloroclysta truncata,Yorkshire,Malham Tarn,2011-07-26,Total,1,1,1.0
45,Common Marbled Carpet,2011,776,Chloroclysta truncata,Yorkshire,Malham Tarn,2011-02-08,Total,1,1,1.0
45,Common Marbled Carpet,2011,776,Chloroclysta truncata,Yorkshire,Malham Tarn,2011-11-08,Total,2,1,2.0
45,Common Marbled Carpet,2011,776,Chloroclysta truncata,Yorkshire,Malham Tarn,2011-08-15,Total,1,1,1.0
45,Common Marbled Carpet,2011,776,Chloroclysta truncata,Yorkshire,Malham Tarn,2011-08-17,Total,1,1,1.0
45,Common Marbled Carpet,2011,776,Chloroclysta truncata,Yorkshire,Malham Tarn,2011-08-22,Total,1,1,1.0
45,Common Marbled Carpet,2011,776,Chloroclysta truncata,Yorkshire,Malham Tarn,2011-08-23,Total,2,1,2.0
45,Common Marbled Carpet,2011,776,Chloroclysta truncata,Yorkshire,Malham Tarn,2011-08-29,Total,2,1,2.0
45,Common Marbled Carpet,2011,776,Chloroclysta truncata,Yorkshire,Malham Tarn,2011-01-09,Total,1,1,1.0
45,Common Marbled Carpet,2011,776,Chloroclysta truncata,Yorkshire,Malham Tarn,2011-02-09,Total,2,1,2.0
45,Common Marbled Carpet,2011,776,Chloroclysta truncata,Yorkshire,Malham Tarn,2011-03-09,Total,1,1,1.0
45,Common Marbled Carpet,2011,776,Chloroclysta truncata,Yorkshire,Malham Tarn,2011-11-09,Total,1,1,1.0
45,Common Marbled Carpet,2011,776,Chloroclysta truncata,Yorkshire,Malham Tarn,2011-09-14,Total,1,1,1.0
45,Common Marbled Carpet,2011,776,Chloroclysta truncata,Yorkshire,Malham Tarn,2011-09-15,Total,1,1,1.0
45,Common Marbled Carpet,2011,776,Chloroclysta truncata,Yorkshire,Malham Tarn,2011-09-24,Total,1,1,1.0
45,Common Marbled Carpet,2012,776,Chloroclysta truncata,Yorkshire,Malham Tarn,2012-08-18,Total,1,1,1.0
45,Common Marbled Carpet,2012,776,Chloroclysta truncata,Yorkshire,Malham Tarn,2012-08-24,Total,2,1,2.0
45,Common Marbled Carpet,2012,776,Chloroclysta truncata,Yorkshire,Malham Tarn,2012-08-25,Total,1,1,1.0
45,Common Marbled Carpet,2012,776,Chloroclysta truncata,Yorkshire,Malham Tarn,2012-08-26,Total,4,1,4.0
45,Common Marbled Carpet,2012,776,Chloroclysta truncata,Yorkshire,Malham Tarn,2012-08-28,Total,3,1,3.0
45,Common Marbled Carpet,2012,776,Chloroclysta truncata,Yorkshire,Malham Tarn,2012-08-29,Total,1,1,1.0
45,Common Marbled Carpet,2012,776,Chloroclysta truncata,Yorkshire,Malham Tarn,2012-07-09,Total,1,1,1.0
45,Common Marbled Carpet,2012,776,Chloroclysta truncata,Yorkshire,Malham Tarn,2012-08-09,Total,2,1,2.0
45,Common Marbled Carpet,2013,776,Chloroclysta truncata,Yorkshire,Malham Tarn,2013-07-29,Total,1,1,1.0
45,Common Marbled Carpet,2013,776,Chloroclysta truncata,Yorkshire,Malham Tarn,2013-07-08,Total,1,1,1.0
45,Common Marbled Carpet,2013,776,Chloroclysta truncata,Yorkshire,Malham Tarn,2013-08-08,Total,5,1,5.0
45,Common Marbled Carpet,2013,776,Chloroclysta truncata,Yorkshire,Malham Tarn,2013-08-22,Total,1,1,1.0
45,Common Marbled Carpet,2014,776,Chloroclysta truncata,Yorkshire,Malham Tarn,2014-06-19,Total,1,1,1.0
45,Common Marbled Carpet,2014,776,Chloroclysta truncata,Yorkshire,Malham Tarn,2014-07-15,Total,1,1,1.0
45,Common Marbled Carpet,2014,776,Chloroclysta truncata,Yorkshire,Malham Tarn,2014-03-08,Total,2,3,0.666666667
45,Common Marbled Carpet,2015,776,Chloroclysta truncata,Yorkshire,Malham Tarn,2015-06-21,Total,1,1,1.0
45,Common Marbled Carpet,2015,776,Chloroclysta truncata,Yorkshire,Malham Tarn,2015-08-08,Total,1,2,0.5
45,Common Marbled Carpet,2015,776,Chloroclysta truncata,Yorkshire,Malham Tarn,2015-10-08,Total,1,2,0.5
45,Common Marbled Carpet,2015,776,Chloroclysta truncata,Yorkshire,Malham Tarn,2015-08-14,Total,1,2,0.5
45,Common Marbled Carpet,2015,776,Chloroclysta truncata,Yorkshire,Malham Tarn,2015-08-24,Total,1,1,1.0
45,Common Marbled Carpet,2015,776,Chloroclysta truncata,Yorkshire,Malham Tarn,2015-08-30,Total,5,1,5.0
45,Common Marbled Carpet,2015,776,Chloroclysta truncata,Yorkshire,Malham Tarn,2015-07-09,Total,3,6,0.5
45,Common Marbled Carpet,2015,776,Chloroclysta truncata,Yorkshire,Malham Tarn,2015-08-09,Total,1,1,1.0
45,Common Marbled Carpet,2015,776,Chloroclysta truncata,Yorkshire,Malham Tarn,2015-09-09,Total,1,1,1.0
45,Common Marbled Carpet,2015,776,Chloroclysta truncata,Yorkshire,Malham Tarn,2015-09-18,Total,2,3,0.666666667
45,Common Marbled Carpet,2015,776,Chloroclysta truncata,Yorkshire,Malham Tarn,2015-09-19,Total,1,1,1.0
45,Common Marbled Carpet,2015,776,Chloroclysta truncata,Yorkshire,Malham Tarn,2015-09-23,Total,1,3,0.333333333
45,Common Marbled Carpet,2016,776,Chloroclysta truncata,Yorkshire,Malham Tarn,2016-09-14,Total,3,1,3.0
45,Common Marbled Carpet,2016,776,Chloroclysta truncata,Yorkshire,Malham Tarn,2016-09-15,Total,1,1,1.0
45,Common Marbled Carpet,2016,776,Chloroclysta truncata,Yorkshire,Malham Tarn,2016-09-23,Total,1,1,1.0
45,Common Marbled Carpet,2017,776,Chloroclysta truncata,Yorkshire,Malham Tarn,2017-05-25,Total,1,1,1.0
45,Common Marbled Carpet,2017,776,Chloroclysta truncata,Yorkshire,Malham Tarn,2017-06-18,Total,2,4,0.5
45,Common Marbled Carpet,2017,776,Chloroclysta truncata,Yorkshire,Malham Tarn,2017-08-31,Total,2,2,1.0
45,July Highflyer,1966,784,Hydriomena furcata,Yorkshire,Malham Tarn,1966-08-18,Total,1,1,1.0
45,July Highflyer,1967,784,Hydriomena furcata,Yorkshire,Malham Tarn,1967-06-07,Total,1,1,1.0
45,July Highflyer,1967,784,Hydriomena furcata,Yorkshire,Malham Tarn,1967-07-23,Total,1,1,1.0
45,July Highflyer,1967,784,Hydriomena furcata,Yorkshire,Malham Tarn,1967-08-26,Total,1,1,1.0
45,July Highflyer,1968,784,Hydriomena furcata,Yorkshire,Malham Tarn,1968-07-20,Total,1,1,1.0
45,July Highflyer,1968,784,Hydriomena furcata,Yorkshire,Malham Tarn,1968-07-27,Total,1,1,1.0
45,July Highflyer,1969,784,Hydriomena furcata,Yorkshire,Malham Tarn,1969-01-08,Total,1,1,1.0
45,July Highflyer,1969,784,Hydriomena furcata,Yorkshire,Malham Tarn,1969-02-08,Total,1,1,1.0
45,July Highflyer,1969,784,Hydriomena furcata,Yorkshire,Malham Tarn,1969-03-08,Total,1,1,1.0
45,July Highflyer,1969,784,Hydriomena furcata,Yorkshire,Malham Tarn,1969-04-08,Total,1,1,1.0
45,July Highflyer,1969,784,Hydriomena furcata,Yorkshire,Malham Tarn,1969-08-08,Total,4,1,4.0
45,July Highflyer,1969,784,Hydriomena furcata,Yorkshire,Malham Tarn,1969-12-08,Total,1,1,1.0
45,July Highflyer,1969,784,Hydriomena furcata,Yorkshire,Malham Tarn,1969-08-13,Total,1,1,1.0
45,July Highflyer,1969,784,Hydriomena furcata,Yorkshire,Malham Tarn,1969-08-20,Total,1,1,1.0
45,July Highflyer,1969,784,Hydriomena furcata,Yorkshire,Malham Tarn,1969-08-24,Total,2,1,2.0
45,July Highflyer,1969,784,Hydriomena furcata,Yorkshire,Malham Tarn,1969-08-30,Total,1,1,1.0
45,July Highflyer,1969,784,Hydriomena furcata,Yorkshire,Malham Tarn,1969-06-09,Total,1,1,1.0
45,July Highflyer,1970,784,Hydriomena furcata,Yorkshire,Malham Tarn,1970-07-29,Total,1,1,1.0
45,July Highflyer,1970,784,Hydriomena furcata,Yorkshire,Malham Tarn,1970-07-30,Total,1,1,1.0
45,July Highflyer,1970,784,Hydriomena furcata,Yorkshire,Malham Tarn,1970-01-08,Total,1,1,1.0
45,July Highflyer,1970,784,Hydriomena furcata,Yorkshire,Malham Tarn,1970-03-08,Total,2,1,2.0
45,July Highflyer,1970,784,Hydriomena furcata,Yorkshire,Malham Tarn,1970-12-08,Total,1,1,1.0
45,July Highflyer,1971,784,Hydriomena furcata,Yorkshire,Malham Tarn,1971-07-20,Total,1,1,1.0
45,July Highflyer,1971,784,Hydriomena furcata,Yorkshire,Malham Tarn,1971-12-08,Total,1,1,1.0
45,July Highflyer,1972,784,Hydriomena furcata,Yorkshire,Malham Tarn,1972-08-15,Total,1,1,1.0
45,July Highflyer,1974,784,Hydriomena furcata,Yorkshire,Malham Tarn,1974-03-08,Total,1,1,1.0
45,July Highflyer,1974,784,Hydriomena furcata,Yorkshire,Malham Tarn,1974-08-22,Total,1,1,1.0
45,July Highflyer,1974,784,Hydriomena furcata,Yorkshire,Malham Tarn,1974-08-23,Total,2,1,2.0
45,July Highflyer,1974,784,Hydriomena furcata,Yorkshire,Malham Tarn,1974-08-24,Total,1,1,1.0
45,July Highflyer,1974,784,Hydriomena furcata,Yorkshire,Malham Tarn,1974-08-28,Total,5,1,5.0
45,July Highflyer,1974,784,Hydriomena furcata,Yorkshire,Malham Tarn,1974-03-09,Total,1,1,1.0
45,July Highflyer,1975,784,Hydriomena furcata,Yorkshire,Malham Tarn,1975-07-19,Total,1,1,1.0
45,July Highflyer,1975,784,Hydriomena furcata,Yorkshire,Malham Tarn,1975-01-08,Total,1,1,1.0
45,July Highflyer,1975,784,Hydriomena furcata,Yorkshire,Malham Tarn,1975-06-08,Total,7,1,7.0
45,July Highflyer,1975,784,Hydriomena furcata,Yorkshire,Malham Tarn,1975-09-08,Total,2,3,0.666666667
45,July Highflyer,1975,784,Hydriomena furcata,Yorkshire,Malham Tarn,1975-08-14,Total,5,1,5.0
45,July Highflyer,1975,784,Hydriomena furcata,Yorkshire,Malham Tarn,1975-08-15,Total,1,1,1.0
45,July Highflyer,1975,784,Hydriomena furcata,Yorkshire,Malham Tarn,1975-08-16,Total,1,1,1.0
45,July Highflyer,1975,784,Hydriomena furcata,Yorkshire,Malham Tarn,1975-08-17,Total,5,1,5.0
45,July Highflyer,1975,784,Hydriomena furcata,Yorkshire,Malham Tarn,1975-08-18,Total,1,1,1.0
45,July Highflyer,1975,784,Hydriomena furcata,Yorkshire,Malham Tarn,1975-08-19,Total,2,1,2.0
45,July Highflyer,1975,784,Hydriomena furcata,Yorkshire,Malham Tarn,1975-08-20,Total,5,1,5.0
45,July Highflyer,1975,784,Hydriomena furcata,Yorkshire,Malham Tarn,1975-08-22,Total,1,1,1.0
45,July Highflyer,1975,784,Hydriomena furcata,Yorkshire,Malham Tarn,1975-08-25,Total,3,1,3.0
45,July Highflyer,1975,784,Hydriomena furcata,Yorkshire,Malham Tarn,1975-08-26,Total,1,1,1.0
45,July Highflyer,1975,784,Hydriomena furcata,Yorkshire,Malham Tarn,1975-08-27,Total,2,1,2.0
45,July Highflyer,1975,784,Hydriomena furcata,Yorkshire,Malham Tarn,1975-08-28,Total,2,1,2.0
45,July Highflyer,1975,784,Hydriomena furcata,Yorkshire,Malham Tarn,1975-08-29,Total,13,1,13.0
45,July Highflyer,1976,784,Hydriomena furcata,Yorkshire,Malham Tarn,1976-04-08,Total,2,1,2.0
45,July Highflyer,1976,784,Hydriomena furcata,Yorkshire,Malham Tarn,1976-05-08,Total,1,1,1.0
45,July Highflyer,1976,784,Hydriomena furcata,Yorkshire,Malham Tarn,1976-06-08,Total,1,1,1.0
45,July Highflyer,1976,784,Hydriomena furcata,Yorkshire,Malham Tarn,1976-07-08,Total,3,1,3.0
45,July Highflyer,1976,784,Hydriomena furcata,Yorkshire,Malham Tarn,1976-08-08,Total,1,1,1.0
